community,collapse,stress_param,max_eigval,motif
76,0.0,0.0,-0.17922,9
77,0.0,0.0,-0.19329,9
78,0.0,0.0,-0.20455,9
79,1.0,0.21,-0.24854,9
80,0.0,0.0,-0.17061,9
81,0.0,0.0,-0.11797,9
82,1.0,0.73,-0.24897,9
83,0.0,0.0,-0.18488,9
84,0.0,0.0,-0.12957,9
85,1.0,2.24,-0.24921,9
86,0.0,0.0,-0.18658,9
87,0.0,0.0,-0.18481,9
88,1.0,0.09,-0.24796,9
89,0.0,0.0,-0.18259,9
90,0.0,0.0,-0.12026,9
91,0.0,0.0,-0.11213,9
92,0.0,0.0,-0.17356,9
93,0.0,0.0,-0.16817,9
94,0.0,0.0,-0.17701,9
95,0.0,0.0,-0.24558,9
96,0.0,0.0,-0.22696,9
97,0.0,0.0,-0.14217,9
98,0.0,0.0,-0.1094,9
99,0.0,0.0,-0.22002,9
100,0.0,0.0,-0.21765,9
1,0.0,NaN,NaN,10
2,0.0,0.0,-0.16412,10
3,0.0,0.0,-0.22342,10
4,0.0,0.0,-0.18095,10
5,0.0,0.0,-0.23104,10
6,0.0,0.0,-0.18459,10
7,0.0,0.0,-0.18583,10
8,0.0,0.0,-0.19645,10
9,0.0,0.0,-0.18666,10
10,0.0,0.0,-0.19779,10
11,0.0,0.0,-0.1845,10
12,0.0,0.0,-0.20636,10
13,0.0,0.0,-0.18553,10
14,0.0,0.0,-0.18525,10
15,0.0,0.0,-0.20573,10
16,0.0,0.0,-0.15151,10
17,0.0,0.0,-0.1846,10
18,0.0,0.0,-0.19382,10
19,0.0,0.0,-0.21595,10
20,0.0,0.0,-0.19781,10
21,0.0,0.0,-0.23107,10
22,0.0,0.0,-0.17109,10
23,1.0,2.82,-0.24993,10
24,0.0,0.0,-0.20863,10
25,0.0,0.0,-0.19174,10
26,0.0,0.0,-0.23768,10
27,0.0,0.0,-0.16858,10
28,0.0,0.0,-0.24445,10
29,0.0,0.0,-0.16793,10
30,0.0,0.0,-0.19208,10
31,0.0,0.0,-0.20057,10
32,0.0,0.0,-0.16158,10
33,0.0,0.0,-0.12561,10
34,0.0,0.0,-0.23836,10
35,0.0,0.0,-0.21812,10
36,0.0,0.0,-0.21833,10
37,1.0,3.21,-0.24998,10
38,0.0,0.0,-0.19335,10
39,1.0,4.32,-0.24999,10
40,0.0,0.0,-0.20802,10
41,0.0,0.0,-0.16961,10
42,0.0,0.0,-0.19043,10
43,0.0,0.0,-0.1882,10
44,0.0,0.0,-0.17591,10
45,0.0,0.0,-0.18657,10
46,0.0,0.0,-0.17345,10
47,0.0,0.0,-0.16276,10
48,0.0,0.0,-0.20798,10
49,0.0,0.0,-0.1941,10
50,0.0,0.0,-0.21367,10
51,0.0,0.0,-0.21889,10
52,0.0,0.0,-0.16734,10
53,1.0,4.41,-0.24987,10
54,0.0,0.0,-0.1929,10
55,0.0,0.0,-0.17137,10
56,0.0,0.0,-0.1915,10
57,0.0,0.0,-0.19198,10
58,0.0,0.0,-0.18455,10
59,0.0,0.0,-0.15732,10
60,0.0,0.0,-0.2146,10
61,0.0,0.0,-0.17678,10
62,0.0,0.0,-0.17842,10
63,0.0,0.0,-0.19359,10
64,0.0,0.0,-0.18826,10
65,0.0,0.0,-0.18825,10
66,0.0,0.0,-0.19945,10
67,0.0,0.0,-0.20966,10
68,0.0,NaN,NaN,10
69,0.0,NaN,NaN,10
70,0.0,0.0,-0.21745,10
71,0.0,0.0,-0.20334,10
72,0.0,0.0,-0.23516,10
73,0.0,0.0,-0.14576,10
74,0.0,0.0,-0.17434,10
75,0.0,0.0,-0.17838,10
76,0.0,0.0,-0.19653,10
77,0.0,0.0,-0.19298,10
78,0.0,0.0,-0.1881,10
79,0.0,0.0,-0.16154,10
80,0.0,0.0,-0.14693,10
81,0.0,0.0,-0.17964,10
82,1.0,1.1,-0.24997,10
83,0.0,0.0,-0.15941,10
84,0.0,0.0,-0.19227,10
85,0.0,0.0,-0.17864,10
86,0.0,0.0,-0.15145,10
87,0.0,0.0,-0.15213,10
88,0.0,0.0,-0.18702,10
89,0.0,0.0,-0.18735,10
90,1.0,0.26,-0.24977,10
91,0.0,0.0,-0.1561,10
92,0.0,0.0,-0.12241,10
93,0.0,0.0,-0.19236,10
94,0.0,0.0,-0.19359,10
95,0.0,0.0,-0.17547,10
96,0.0,0.0,-0.18728,10
97,0.0,0.0,-0.18372,10
98,0.0,0.0,-0.17521,10
99,0.0,0.0,-0.15302,10
100,0.0,0.0,-0.16489,10
